0-Country/site,0-Latitude,0-Longitude,0-Hemisphere,0-Sampling number,0-Sampling date,0-Pad number,0-Pad colour,0-Pad region,0-Pad ID,1-Regional barnacle diversity,1-Regional barnacle species list,1-Regional grazer diversity,1-Regional grazer species list,1-Regional macroalgae diversity,1-Regional macroalgae species list,1-Total regional species richness,2-Mean regional nitrate (mg/l),2-Mean regional nitrite (mg/l),2-Mean regional phosphate (mg/l),2-Mean regional silicate (mg/l),2-Mean regional ammonia (mg/l),2-Mean regional salinity (PSU),3-Barnacle total count,3-Grazer total count on pad surface,3-Grazer total count on pad sides,3-Macroalgae total pct cover,4-Climate classification ,4-Is_temperate,4-mean_daily_max_temp,4-mean_daily_min_temp,4-mean_daily_temp,4-mean_humidity,4-mean_daily_precip,4-mean_windgust,4-mean_daily_windspeed,4-mean_sealevelpressure,4-mean_cloudcover,4-mean_visibility,4-mean_solarradiation,4-mean_solarenergy,4-mean_uvindex,4-mean_temp_range,4-sd_temp_range,4-sd_precip,4-sd_windspeed,4-sd_sealevelpressure,4-total_precip,4-total_solar_energy,4-heatwave_runs,4-heatwave_days,4-cold_snap_runs,4-cold_snap_days,4-heavy_rain_days,4-dry_spell_max,4-gust_extreme_days,4-sunny_days,4-high_uv_runs,4-high_uv_days,4-fog_days,4-pct_human_landuse
Ecuador,-0.7595714,-90.31860394,South,6,,24,W,N,6-N-W6,1,Tetraclita milleporosa,1,Unidentified gastropod ,2,"Unidentified biofilm, Ulva sp. ",4,0.25,NA,0.08,NA,NA,36,0,0,0,53.034,Aw,0,30.709016,24.621311,26.959016,78.33689,2.3991803,32.73852,26.6,1010.9869,57.1,18.642623,263.827,22.79508,9.131148,6.087705,0.9259864,7.1690623,6.566431,1.362845,292.7,2781,3,13,4,14,13,23,12,4,5,117,0,14
Argentina,-54.8184555,-68.21410142,South,1,,1,B,P,7-P-B1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,0,11.133,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,2,B,P,7-P-B2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,0,15.85,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,3,B,P,7-P-B3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,3,13.062,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,4,B,P,7-P-B4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,1,1,23.33,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,5,B,P,7-P-B5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,1,1,14.475,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,7,W,P,7-P-W1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,0,7.152,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,8,W,P,7-P-W2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,0,6.454,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,9,W,P,7-P-W3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,0,8.882,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,10,W,P,7-P-W4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,0,0,7.103,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,18,B,P,7-P-B6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,1,1,8.603,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,19,W,P,7-P-W5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,2,0,5.339,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,21,W,P,7-P-W6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",3,"Unidentified biofilm, Porphyra sp., Ulva sp.",5,0.0242,NA,NA,NA,NA,31.8,0,1,0,7.138,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,11,W,N,7-N-W1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,3.441,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,12,W,N,7-N-W3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,3.103,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,6,B,N,7-N-B6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,1,0,67.039,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,13,B,N,7-N-B1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,4.102,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,14,B,N,7-N-B2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,3.336,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,15,B,N,7-N-B3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,2.386,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,16,B,N,7-N-B4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,3.974,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,17,B,N,7-N-B5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,5.987,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,20,W,N,7-N-W2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,1,1,8.882,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,22,W,N,7-N-W4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,3,0,21.203,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,23,W,N,7-N-W5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,2.848,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,1,,24,W,N,7-N-W6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0062,NA,NA,NA,NA,32.1,0,0,0,6.893,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,1,B,P,7-P-B1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,13.403,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,2,B,P,7-P-B2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,1,0,16.028,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,3,B,P,7-P-B3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,3,14.75,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,4,B,P,7-P-B4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,1,42.944,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,5,B,P,7-P-B5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,17.59,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,7,W,P,7-P-W1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,13.096,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,8,W,P,7-P-W2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,11.197,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,9,W,P,7-P-W3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,7.833,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,10,W,P,7-P-W4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,8.254,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,18,B,P,7-P-B6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,0,0,11.002,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,19,W,P,7-P-W5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,1,0,4.365,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,21,W,P,7-P-W6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0167,NA,NA,NA,NA,29.5,0,1,3,5.909,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,11,W,N,7-N-W1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,2.523,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,12,W,N,7-N-W3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,3.193,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,6,B,N,7-N-B6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,1,0,80.033,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,13,B,N,7-N-B1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,1.201,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,14,B,N,7-N-B2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,1.09,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,15,B,N,7-N-B3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,4.792,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,16,B,N,7-N-B4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,0.973,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,17,B,N,7-N-B5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,5.554,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,20,W,N,7-N-W2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,1,3.49,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,22,W,N,7-N-W4,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,4,0,48.083,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,23,W,N,7-N-W5,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,1,1.1,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,2,,24,W,N,7-N-W6,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",1,Porphyra sp.,3,0.0034333,NA,NA,NA,NA,31.6,0,0,0,4.592,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,3,,1,B,P,7-P-B1,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0403833,NA,NA,NA,NA,30.4,0,0,0,32.682,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,3,,2,B,P,7-P-B2,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0403833,NA,NA,NA,NA,30.4,0,0,0,30.659,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
Argentina,-54.8184555,-68.21410142,South,3,,3,B,P,7-P-B3,0,NA,2,"Siphonaria lessoni, Siponaria lateralis",2,"Unidentified biofilm, Porphyra sp.",4,0.0403833,NA,NA,NA,NA,30.4,0,0,5,13.994,ET,1,12.85082,5.886066,9.161475,69.83934,1.5629918,63.59426,43.66967,998.6672,70.64508,18.454918,196.0459,16.92377,5.918033,6.964754,2.4980959,3.1189419,13.841779,8.531657,190.685,2064.7,2,6,3,13,13,11,12,0,2,33,0,27.3
